C1,C2,C3,C0=D3,D0,D1,D2
9952,94378,18307,71299,82515,72880,47809
8969,19410,43462,57,1453,973,59119
9952,94378,18307,71299,29521,2627,44715
11709,5329,11943,82227,4404,10491,84965
77085,9035,43546,88856,59838,71889,57154
17955,64318,35761,62443,13406,60680,90479
97066,28312,66907,56228,4106,25816,64601
31666,53878,53424,1269,37376,84457,33870
86518,90724,59363,23338,79163,71136,55103
17897,76776,13950,30852,23875,92443,88180
5539,23306,79591,34605,18130,15940,10835
79717,15106,77464,15695,19010,30357,28408
77476,54141,11060,37875,14975,36289,58542
88797,84644,93847,56874,30946,80634,11373
19544,38836,93139,27226,8218,7352,96742
67824,3801,34593,25447,47986,45945,17379
81977,98639,23185,32493,4890,63922,99054
72386,93043,49588,37506,57840,90063,72268
46009,49909,70480,6021,46605,706,79874
21325,86164,73842,39452,3175,20348,28100
77085,9035,43546,88856,5118,86641,24253
3746,30060,50793,35729,46060,17404,39022
40072,40909,91929,37331,8188,79305,4642
19422,43121,85857,30095,24448,99944,9355
31682,27928,41754,24376,82793,82377,49746
42843,68000,78202,16166,31992,76238,38501
79079,11745,98526,58001,59375,49515,88040
72386,93043,49588,37506,21479,74488,9909
11131,39125,21717,40033,86254,72529,69256
15485,73420,41407,90312,48968,95422,19114
30016,5101,16562,63418,31774,83647,82017
13956,81790,84154,78562,40098,63850,4698
64553,45685,66769,34518,18799,895,93827
21091,26695,83270,74256,9775,24137,76595
46971,17696,16633,21109,14426,48042,47343
1084,99232,5559,84039,75377,46735,15658
46971,35098,53801,51982,84060,37639,29085
10419,36809,44740,55729,56370,3067,78345
44756,12893,76622,68350,10505,9667,92927
27578,59022,80942,78011,2538,38461,62657
85571,74074,33087,10511,64034,18282,29816
78138,47601,71390,91904,86004,19384,37175
99233,11570,11883,69367,33386,696,57180
62141,83695,33032,43620,62695,50005,35645
15904,30853,60148,48282,92284,90159,81696
55158,79401,91108,67162,49926,24133,67010
70160,41579,11544,34585,37843,69837,42312
5292,34600,94116,48292,99723,67766,84383
41721,41474,61941,84638,52031,35228,79062
40325,33599,95467,50144,51903,93230,27563
40325,33599,95467,50144,69069,48228,35562
56884,11056,99039,1745,19434,298,36360
66043,47628,48211,3825,26468,95098,8669
1235,37164,78753,20896,17597,42464,39476
59628,10797,6786,32923,45517,8287,42316
56833,61569,3080,29665,79314,48436,46751
28209,65607,61653,56228,97126,9815,2685
7785,47113,95668,96462,67667,3453,82884
11599,34375,90531,34563,44230,71436,90496
80421,89058,35638,81928,58605,31232,56475
44896,21078,44460,9102,74112,63520,79306
44942,53813,34379,25396,88759,56042,41815
28209,65607,61653,56228,4106,25816,64601
85840,55264,49792,80910,55631,50371,74245
83637,19413,13447,77237,38749,73135,85333
54815,44546,22877,10742,67851,68761,21016
16988,87759,96373,90751,7869,36960,26553
47378,62911,99156,83742,59751,61151,46286
47319,47357,15050,48500,33469,97004,83782
28110,68554,3084,22849,20953,93223,34863
70656,88930,69325,66554,64204,74085,48080
37809,10565,49875,50808,41407,1550,72132
86025,1546,66667,55091,91208,51548,88874
98488,55816,51287,79403,43336,90413,50041
66429,76564,66024,65844,83624,28688,2310
9940,56792,2754,60632,41261,13050,74878
47378,62911,99156,83742,61548,15562,7516
44896,21078,44460,9102,48315,43554,23503
13151,82235,83480,23612,88361,19168,32008
3094,72921,99742,93359,45850,84085,91721
1324,21795,18456,83221,42372,96115,81821
21569,1865,70435,8942,48209,22600,59899
47319,47357,15050,48500,53670,26664,96847
59262,16145,64734,22652,82511,76988,67682
41015,48772,31695,44085,96406,25578,45789
1324,21795,18456,83221,62572,59636,69680
26571,86577,8948,29056,90190,80150,36474
26439,96722,9136,23435,28274,37475,69071
98488,55816,51287,79403,30685,74152,13246
48301,15433,88582,19323,33176,58456,77903
50826,68267,72217,33864,39316,37712,1558
90265,1196,63828,35600,5451,74321,2509
28518,87549,14511,73274,34755,41766,4807
2779,29361,81935,23237,26491,43551,2277
66610,47973,42976,9106,29677,38851,19526
27578,59022,80942,78011,17145,28988,60649
62265,44702,94065,3721,43883,81398,37869
4230,25710,80711,5738,83255,9243,55247
71399,39135,20350,32578,22356,77150,38060
76121,79601,97283,96253,7389,71037,52308
60155,53542,42132,36552,60932,39782,2453
5096,6521,88507,10645,19053,99869,55227
88683,57935,32638,28429,28500,78910,755
6101,57093,36414,23657,24727,76172,29133
97781,1017,54878,51580,53121,60872,1088
79836,4761,63547,62273,54529,56538,34055
41447,21024,84509,92124,55881,21766,34150
62413,77404,13220,64999,39130,19739,32554
5499,62581,58094,83548,73404,56314,86519
31967,2226,10201,22720,56552,38188,28720
51890,5386,6713,92519,48872,24977,40980
54946,19561,4203,68927,93269,6803,68162
73179,99825,30884,2648,24133,42203,11396
84739,53848,91784,63255,41687,83341,70290
47,69509,58531,38533,34182,15722,43035
9263,75773,65391,2963,60040,6876,13232
7322,9484,28829,24744,42980,68225,96130
84663,95298,72450,74865,25067,65842,54929
65377,50214,10964,62502,44767,60874,43297
34715,79693,58638,52412,66170,82056,50590
62874,43162,25722,61952,98797,6961,18813
38217,34943,38325,23283,59139,71338,60698
62413,77404,13220,64999,15901,65592,38355
5625,95361,16949,12186,77318,66956,69883
1574,17159,79783,1582,74837,63919,70661
59670,83571,31946,24410,27923,80446,21720
6101,57093,36414,23657,69822,73546,5609
28789,47196,5018,26827,72014,29449,12006
519,57622,49452,28037,43586,88536,74300
5994,68057,23495,69145,43020,16868,34737
62874,43162,25722,61952,82322,77268,53312
66929,70159,63494,28051,19436,18317,91039
53840,4841,93330,32029,91657,15650,54694
81577,15087,72203,19921,69975,3276,3881
59670,83571,31946,24410,5596,8783,85459
69743,93370,77493,59286,76877,29726,61960
53799,8834,57539,72342,82494,88850,43180
39521,49407,94216,84174,70352,52788,60939
38206,38723,97866,46365,67720,54222,90638
13597,60918,18490,71712,42735,20494,25476
78651,47839,36437,94092,90567,25201,6791
73179,99825,30884,2648,62119,79876,34889
2688,30200,1213,76687,91840,99658,96747
65610,95576,16034,27977,76589,82775,59546
71399,39135,20350,32578,32452,1066,28345
53840,4841,93330,32029,80207,1168,7627
54007,70800,15611,31460,78953,16866,24169
40472,86706,19966,53460,32022,69972,53760
49552,917,14341,89457,65690,25671,98377
93347,79744,32028,9340,44283,25008,24762
45730,94761,72465,28277,4986,65262,60999
41447,21024,84509,92124,92549,7600,43561
78651,47839,36437,94092,82593,20968,15750
53840,4841,93330,32029,30682,43989,58998
26626,71803,89586,96009,70695,45953,8370
38206,38723,97866,46365,76831,74266,36434
91655,33470,83801,95958,17039,73947,66177
66011,39566,3393,58635,60080,81818,1754
71399,39135,20350,32578,58931,9196,1734
85945,4805,55144,19396,84942,14723,35353
95166,34038,97149,81627,3050,30798,51866
39051,9198,13319,49848,40579,50165,50416
79836,4761,63547,62273,25609,81523,55715
70809,66745,32584,46914,73197,55488,70956
59670,83571,31946,24410,85946,42804,49787
44922,43834,55017,20355,70310,21557,7192
91688,5983,82830,59658,50259,48656,54491
16807,60208,82488,78832,93331,4519,18031
84739,53848,91784,63255,81233,26000,10463
1597,52478,55227,68865,99506,56468,14780
41447,21024,84509,92124,79437,5650,53694
84993,61315,21112,68400,4772,27123,25939
87869,47919,5571,94588,53083,74794,53928
45480,57729,15459,29050,31481,73756,33805
17232,54547,61789,78944,12327,74128,36077
72990,75943,50279,91724,35952,68708,15296
22726,55130,32643,52153,27708,91117,54297
82659,72172,31389,92172,5634,58710,42328
46759,91474,7494,11664,54443,4686,22846
45480,57729,15459,29050,78181,45810,85895
50843,92126,85966,56451,27214,36821,25051
59867,79822,22169,95789,27813,21516,88426
8540,91462,21065,95789,27813,21516,88426
30732,5087,55581,3202,90816,67548,2738
90,82389,29391,55238,29932,22190,94506
35239,20988,70257,50505,91353,82819,39882
28536,57846,31471,68996,26527,11204,68056
30389,67389,95894,42695,82907,9771,40217
30002,92582,21112,66299,53450,88010,71194
51331,29642,90264,4298,38802,55105,56051
11093,56660,80988,79699,49806,44306,39818
98725,69962,95633,75264,32191,6789,42089
38325,27487,1049,79539,51201,49488,87624
22726,55130,32643,52153,94561,19807,83803
17961,77807,41385,3715,93452,88107,33169
17961,77807,41385,3715,20429,49501,29525
85415,23838,77007,36454,70705,19458,33835
76722,40342,40439,841,72477,97098,97744
54466,96505,5778,69995,36165,9791,17415
19116,74469,63184,72486,52828,19097,28488
48269,37870,89894,63446,23104,33854,71016
30002,92582,21112,66299,40584,79211,25457
49330,98899,75888,73524,3723,43712,84543
35512,86420,35850,30076,37354,48643,69562
48269,37870,89894,63446,54338,43965,50453
29181,95018,65049,28375,53759,3568,97588
13927,12809,67528,53616,77110,71073,22144
99358,82123,96591,13924,27170,48889,38227
20789,74616,55709,40148,55161,19708,88400
90,82389,29391,55238,44878,65366,58298
5880,37456,38631,65002,8107,29204,53794
90,82389,29391,55238,38982,26288,51658
71155,73170,29326,43728,57488,8478,46770
27692,32550,99081,65644,10832,27963,35089
66678,40722,46285,78721,7871,76847,77589
80831,34018,32451,22085,6327,92394,65012
11093,56660,80988,79699,56525,20635,21216
47488,84457,47643,53077,43952,50797,25678
41504,1917,2359,49364,47932,6152,34096
81703,63575,14285,54545,71772,29527,83528
35512,86420,35850,30076,94887,71191,28003
50328,61327,74160,813,26097,60609,81630
45480,57729,15459,29050,75760,64477,76589
9401,71519,12013,4098,494,58017,61222
93841,85133,12239,90534,3677,69924,55279
17961,77807,41385,3715,59780,69650,65241
52074,11183,27232,49168,19617,74467,26614
50328,61327,74160,813,47346,21373,3431
97852,93333,58753,73647,73023,88949,93051
39214,47207,74786,5367,20092,45780,65617
28536,57846,31471,68996,49117,20787,40375
87869,47919,5571,94588,67364,87767,39493
73036,72495,8156,52294,40920,30639,26114
630,99153,35119,97118,29533,82502,6121
97584,67231,3445,88939,40688,69426,97863
66062,71233,82663,53586,89234,52307,17717
19116,74469,63184,72486,27314,36598,50990
44951,30065,97726,24038,45346,32758,70535
76086,74937,74584,81507,40814,17344,35120
19586,26198,10543,40261,63899,37856,66902
72011,44438,66534,90357,36167,81400,7430
70761,63170,89152,88941,76919,17935,31967
63031,83874,86144,8816,32303,31549,81618
84695,76437,91742,57557,2158,88577,35820
80752,36867,61612,54791,38652,70374,48059
68404,64545,1808,70382,3265,73659,44923
14982,47321,91481,96773,97758,10068,18057
21661,67415,7292,3446,35625,30131,8731
94767,72155,64940,98947,38788,32309,33119
13442,99637,38498,59522,24111,85981,73411
48032,2830,87580,1354,68677,33220,88380
58423,90642,35350,90489,17140,10328,24482
38607,63142,37850,69450,45312,18780,95932
25900,76820,42936,91908,62100,93066,10878
85912,44146,58455,46116,37649,15884,99705
37196,52475,14556,42763,49177,53275,92486
25900,76820,42936,91908,57922,44037,11619
7628,83688,2430,17315,96779,55010,83679
23915,7300,55667,45140,25799,46592,92823
95528,37377,62011,25838,30441,65249,38981
85471,97908,43832,59663,85890,41587,15452
92891,51894,59561,12468,88487,20106,2757
34453,12123,57926,42054,96622,99162,93296
18560,36992,37167,82358,64121,25474,12858
6030,48521,66292,14890,95652,3601,974
78470,60875,53097,55056,4084,12789,9896
71416,41342,24734,32093,33014,26262,16259
95528,37377,62011,25838,33440,12313,51731
59710,44887,75270,33284,79596,20211,54886
92073,59202,99130,67147,95150,60921,28069
48032,2830,87580,1354,57064,80673,14586
73475,16351,2325,44367,47718,66333,46026
15616,71832,14815,28737,53074,43374,50902
86174,51854,37235,22303,48511,33497,10929
23155,62553,65067,24563,19892,48190,90669
15676,9113,80332,58398,9470,24456,86862
67349,39424,3965,6407,75176,303,33961
65166,17756,58299,80564,50282,46501,41085
15241,67955,97387,83742,59751,61151,46286
77279,95411,41040,77410,65592,10493,5318
15616,71832,14815,28737,86580,89724,82662
11366,79499,58056,29535,17994,79348,43319
52156,35503,26534,18125,56503,9235,18663
78470,60875,53097,55056,13421,72517,55799
8309,15956,68382,73324,18309,88335,96094
68404,64545,1808,70382,44032,11860,99449
35763,46686,74307,21029,74719,9781,77497
28310,30830,6171,87362,8433,99421,11215
15241,67955,97387,83742,61548,15562,7516
28310,30830,6171,87362,79685,49549,1535
77279,95411,41040,77410,11864,2647,73303
97370,33079,13089,56068,85145,78180,6954
11366,79499,58056,29535,27944,18015,33568
64985,19793,67247,36714,71430,65484,92405
1026,3098,21986,16570,15436,68759,26879
49529,86951,67394,45177,48228,23483,70169
92891,51894,59561,12468,54524,25478,48589
83911,30474,95479,62814,12661,61847,66577
84695,76437,91742,57557,60496,77243,67844
68404,64545,1808,70382,16260,96541,53249
56793,61397,47804,95926,20932,47366,78446
75213,43721,719,17047,27174,77910,66981
72526,99934,45494,75205,48605,62629,8064
84695,76437,91742,57557,76591,99388,58663
27559,20142,4803,31395,64047,55327,78236
77279,95411,41040,77410,63928,46865,91312
31581,85673,80596,505,15958,53814,39512
35347,31948,77139,13409,50955,50707,78767
40833,14391,5110,43783,95868,74473,19419
13442,99637,38498,59522,29139,398,85505
17889,90347,54409,57701,94768,78401,88545
1218,39232,71085,80053,12326,95787,97435
23309,97415,26775,24155,20040,14325,63540
10509,69158,51098,13446,16651,87395,24100
12344,83313,76371,54915,13652,85425,86024
93045,3196,71887,43151,47200,49194,41313
4219,71157,77514,16901,32249,35118,11421
23309,97415,26775,24155,80855,64841,75966
11069,59787,93096,70615,72557,34245,47321
2698,92877,52266,83910,70882,84606,83786
96747,1816,36703,95409,80390,16074,86751
5963,10158,39919,42064,64373,31971,95878
94384,90742,85830,10375,77363,45184,498
52124,94271,45916,11620,47138,5601,82019
11799,51258,91660,12147,77653,10164,67326
97906,43423,50867,19710,79980,89419,69324
80667,35643,69404,59860,21866,70742,77409
36086,40849,94028,51563,96908,63952,68005
18996,48642,70587,53289,72587,57977,45804
95661,57546,45351,53486,38472,89123,84265
52124,94271,45916,11620,89740,98595,28254
53308,45717,54940,68746,73959,79243,13625
8468,33424,76022,73423,5326,29459,85390
46101,14284,48361,81486,30668,21069,74180
25769,46957,7160,79742,19479,98571,69999
46445,44148,31613,95813,30721,70692,20543
47382,51714,24169,1873,21601,2035,69343
54163,21359,11737,82635,7818,75474,94737
70646,77165,42210,78521,84384,26352,59630
10629,65653,3661,18460,39867,31334,18543
26098,41938,29202,84824,84630,90519,95048
37261,90246,97657,77694,9633,66008,84467
94133,4159,25744,44707,83313,28528,92284
96815,35694,76960,41754,1225,77249,56895
14879,39809,56812,11264,57226,5320,59075
16710,66331,94488,83913,88134,59404,10878
13523,51375,72245,83583,17263,96399,403
60008,89666,48232,68053,55443,78673,94670
1218,39232,71085,80053,19450,98139,3196
25439,91309,83334,37722,86082,87427,61502
98192,6397,14598,52582,28488,79121,17123
10468,91364,77610,6185,51740,8010,67988
75563,43608,90195,41024,14526,93993,83431
75353,87127,23476,69049,91884,52261,46272
78904,29804,95011,70419,55026,96928,16554
65466,45850,55420,69142,43630,74969,36221
70354,54251,41996,71667,5565,20193,91943
64400,61798,78724,36006,93193,11842,1439
36086,40849,94028,51563,88615,78907,2908
94565,20966,20121,57041,2953,38710,16126
12079,18903,48141,20901,4852,7726,83019
60008,89666,48232,68053,42856,25957,71919
23512,7276,66857,36966,81396,47365,62849
70354,54251,41996,71667,91585,62763,18350
65466,45850,55420,69142,2675,58068,98308
63974,93121,87759,87060,86957,12605,76465
57655,32418,19324,99639,48061,25900,28851
8468,33424,76022,73423,60454,86304,34039
77108,8090,20490,41413,26093,18573,22020
37261,90246,97657,77694,98521,92186,61844
6450,4880,2402,66082,62162,26062,50425
53308,45717,54940,68746,3371,23577,94785
78904,29804,95011,70419,96088,13130,34963
37238,62649,76357,81317,47557,88821,11694
11069,59787,93096,70615,9640,31814,87245
96747,1816,36703,95409,36078,38258,70287
11069,59787,93096,70615,83069,88952,41059
21748,64255,65496,17060,5374,7731,43150
25439,91309,83334,37722,63115,61555,81073
89680,60859,42757,93310,16634,32017,55605
8148,27771,21077,15539,43930,19982,30249
54111,32698,40405,30172,33734,25835,59835
50752,48459,10302,20976,25727,57762,15246
9037,49857,93453,6376,72813,845,83388
9499,83916,82383,66943,58990,5094,39393
88849,37903,81839,51985,40080,13754,7172
70260,61568,29014,14678,3573,26346,45747
28983,16231,93483,84622,63407,68552,65331
46587,46254,38119,38746,86003,41457,23941
69914,91247,55681,91257,36664,31987,37084
51425,26159,36550,72483,62597,50567,45400
75979,88410,22113,28725,16218,91494,95648
20054,19293,96045,46420,91375,75877,60716
5340,77036,18121,72396,82347,89238,15815
20054,19293,96045,46420,44053,33999,75766
79246,90834,57908,88438,39116,53028,51684
79548,68490,2441,61231,41826,61596,2239
39545,84410,53135,49035,29124,41804,72777
90099,35188,70573,84326,46215,43123,60222
58452,80444,52447,68100,78186,21238,58016
75979,88410,22113,28725,23622,9618,92077
29878,73149,69639,92428,69237,84457,88
68615,62553,83735,51771,60241,47985,50713
78350,91094,71601,96538,75426,91835,99896
77138,12706,3687,25209,24123,39797,68787
22892,67475,68214,77599,75836,84647,14530
53303,18090,91682,44408,8727,63771,74201
18548,80739,51317,41872,38716,20169,50007
5259,3969,95126,71876,14142,65212,57272
39545,84410,53135,49035,39167,57616,38655
66634,85923,32946,91855,4392,1488,10545
99282,8618,5425,34573,33223,7097,7959
78350,91094,71601,96538,80162,57756,35187
57833,42804,13303,1882,32455,66004,71515
70260,61568,29014,14678,15229,63733,45645
20054,19293,96045,46420,72547,28678,53797
37733,8057,67950,55305,64357,79238,63135
96516,56589,97221,34266,93923,6151,65808
98584,93599,33101,43467,71870,77956,20011
43874,55476,47963,38162,41874,66845,85697
77845,73947,87168,45260,21156,16359,14130
56148,40421,90129,53068,6369,57193,40469
27446,86886,22813,51889,67116,24613,90252
86464,58803,68711,91218,73046,11937,8305
72557,54461,73110,34799,97320,85770,58042
